TEXT,POSITIVE,NEGATIVE,NEUTRAL
ter wakilkan bsnget sama bang junot educated dan open minder adalah justru mereka orang yang sebenernya paling close minded gitasav tolong baca ini,0.03435838967561722,0.9620306491851807,0.003610956948250532
banyak typo ygy,0.00133134750649333,0.9977748990058899,0.0008936829981394112
tag dia ah di ig,0.0009281458333134651,0.0013751619262620807,0.9976966977119446
sangat sngat setuju syekali,0.9943970441818237,0.004871391225606203,0.0007316478877328336
tp bener juga yaa kalimatnyaa org skrg berlindung di kata open minded pdhl mah memang anti kritikk,0.3566429018974304,0.6365740299224854,0.006783116143196821
aku suka aku suka,0.9951056241989136,0.004031478427350521,0.0008628283976577222
gilaa keren bgt mewakilkan pikiran gw selama ini,0.9977542757987976,0.0014422896783798933,0.0008034937200136483
paling investornya lgbt juga,0.7108705639839172,0.011185770854353905,0.2779437005519867
paragraf terakhir buat gitasav,0.09859992563724518,0.09558288007974625,0.8058171272277832
gua suka pendapatnya dia natural banget apalagi pas dikalimat terakhir ciri khas banget,0.9855241179466248,0.013127400539815426,0.0013484976952895522
menurut gw statement gitasav jadi multitafsir apakah dia bener ngebela gerakan lgbtnya atau diskriminasi yang dialami sama kaum lgbt jadi yg sebenrnya dia bela cuma diskriminasi yg dialami lgbt again balik lagi orang nangkepnya gmn we cant control others,0.00036882655695080757,0.9991084933280945,0.0005226649809628725
z,0.9428371787071228,0.04343387484550476,0.013728956691920757
heala gita gita lo tu bukan apa apa ya tanpa folls lu,0.00046612328151240945,0.9982864260673523,0.001247389824129641
ati bang junot nanti dikatain dungu sama suaminya gitasap,0.00015807533054612577,0.9988186955451965,0.0010231463238596916
sumpah setuju banget,0.8918087482452393,0.10644759237766266,0.0017436679918318987
herjunot ali,0.0023373267613351345,0.9956795573234558,0.0019831582903862
gapeduli politik atau apapun yg jelas lgbt mendatangkan musibah penghancur ras,0.001461543026380241,0.9970505237579346,0.0014879145892336965
wii ini bang junot juple kan,0.0007757737184874713,0.9953559637069702,0.0038682480808347464
