TEXT,POSITIVE,NEGATIVE,NEUTRAL
gak bayar pekerja migran pekerja migran meninggal karena hidup gak layak we sleep bule pake kaos pelangi real shittttt yall taking us to hellrespekt kulture,0.003211886389181018,0.9914066791534424,0.00538141094148159
yes i get it your culture is underpaying or not paying migrant workers &amp making them live in terrible conditions causing them to die due to inhumane treatment &amp being overworked,0.003415370127186179,0.9957144856452942,0.0008700879407115281
tapi,0.013174346648156643,0.9837318658828735,0.0030938321724534035
omg they coming for you i fear,0.9544069170951843,0.03633994609117508,0.009253120049834251
halah halah halah,0.0009502476896159351,0.9982511401176453,0.0007985631818883121
mbanya kali yang sleep lah orang orang sini juga sebelum wc dimulai udah pada kritik dan concern ke kasus pekerja itu,0.0008022117544896901,0.9981951117515564,0.001002744771540165
pekerja migran meninggal karena hidup ga layak ini statement yg sangat serius ada sumber primer terpercaya kah jangan semua orang tidur karena memang klaim ini ga didukung data dan hanya sumber konon katanya,0.0005457183578982949,0.9984191656112671,0.0010351593373343349
negara lain sudah bicara teknologi kita masih bicarain negara lain coki,0.00017268958617933095,0.9976842403411865,0.0021431180648505688
mungkin emang bbrp foreign labor yg low skill emang underpaid tapi catatan ada orang yg meninggal hanya untuk pildun apa ngga curiga statistiknya itu perang apa gimana tentunya negara asli migran udah teriak kan,0.0002451292530167848,0.998945415019989,0.0008094918448477983
ni cwe kenapa sih,0.0007998249493539333,0.9987344145774841,0.00046576245222240686
geopolitik ga sesederhana itu,0.23858685791492462,0.7022060751914978,0.059207040816545486
naah iya kan setuju bgt pas bagian real shit yall taking us to hell say it louder,0.03928099200129509,0.9558558464050293,0.004863130394369364
ramein yok kasian,0.00022575809271074831,0.9990345239639282,0.0007397932931780815
pembela lgbt kenapa selalu benturin kasus qatar dengan penolakan qatar tentang lgbt yah kalo mau bahas kasus ham tuh orang eropa aja pada standar ganda lgbt di belain tapi kasus kemanusiaan yang di bela cuman bangsa nya sendiri doang,0.00024006400781217963,0.9992528557777405,0.0005070183542557061
terus di indo leboh baik gitu tenaga asing jauh lebih dibayar mahal ketimbang warga negaranya sendiri,0.0003820201673079282,0.9992191791534424,0.0003987784148193896
contoh mbak kalo malem bukannya tidur malah ot,0.0010608332231640816,0.9886224865913391,0.01031670905649662
semangat sebar hoax terus bang,0.008014614693820477,0.9915345311164856,0.0004508432175498456
fafifu wasweswos tapi nge hoax dan gak dikasih sumber berita terkait dan kredibel terpercaya,0.0003506728389766067,0.998776376247406,0.0008729265537112951
terus dengan respect sama lgbt bisa nutupin masalah imigran kok aneh ya bukannya fokus sama isunya tapi malah maksain ideologi sendiri,0.00022644085402134806,0.9994065761566162,0.00036703451769426465
udah mbaa diem mbaa maluu,0.002000583801418543,0.9973158240318298,0.0006835656240582466
all of you should watch this,0.0886484682559967,0.02725258097052574,0.884099006652832
orang dari india dan pakistan yg senegara dengan korban meninggal mereka tetep merayakan piala dunia dateng dan menghormati aturan lah ini ada orang dari negara yg ga terkenal kalau ga salah namanya indskizofrenia ga suka bola ga dateng langsung tapi merasa sok paling tau,0.09110170602798462,0.8968645334243774,0.01203376054763794
bisa nya gw kira lu gak ngebayar karyawan lu trus lu sakit kepala migran,0.00018776641809381545,0.9994670748710632,0.0003452036762610078
emg siapa yg bilang pekerja migran meninggal karena hidup gk layak cnn bbc kan mreka kan pembela lgbt garis keras media bencong problematik emv jagonya mutar balikin fakta sih,0.0014389129355549812,0.997930645942688,0.0006304354756139219
badut alphabet person,0.0017557095270603895,0.0006552443956024945,0.9975889921188354
beda konteks dong,0.005162464454770088,0.9921919703483582,0.002645593835040927
thats two seperate issue no one likes slavery,0.00581754744052887,0.9889750480651855,0.005207405891269445
kesalahannya di negara sebagai penyelenggara atau kontraktor yg di tunjuk sebagai pembangun nih baca full investigasi cover boothside apa modal baca headline bias karena kampanye lgbtq dilarang kegocek ama media bule aku open minded,0.0012987578520551324,0.9974132180213928,0.00128808559384197
udah ngecek smartphone sm baju mbaknya yg buat pekerja dr negara mana sm digaji brp oh ya mbak kebetulan yg ngebom &amp invasi timur tengah jg yg keras bgt teriak lgb,0.00036747221020050347,0.9986850619316101,0.0009474364342167974
points,0.048737525939941406,0.949195146560669,0.0020672930404543877
coba deh liat video ini,0.037261828780174255,0.4423092007637024,0.5204290151596069
hubungannya apa kaos homo sama isu buruh migran di qatar,0.0005483332206495106,0.0017069611931219697,0.9977447986602783
g bayar pekerja migran migran meninggal we sleep qatar larang atribut lgbt anti ham anti minoritas close minded see sama aj kok cmn make isu lain buat pembenaran aja,0.00024449394550174475,0.9983834028244019,0.0013721076538786292
sejak kapan kita ga marah sama kasus pekerja migran wkwkwkwk mending lo cari tau lagi lah,0.000657206866890192,0.9985668063163757,0.0007759698200970888
kamu mendukung lgbt y mba xixi,0.21239019930362701,0.005466151051223278,0.7821437120437622
jaka sembung bawa golok,0.006473851390182972,0.9539006352424622,0.03962551802396774
mbak kamu lesbi ya,0.00097567995544523,0.9967323541641235,0.0022919373586773872
hilih,0.6278343796730042,0.24393074214458466,0.1282348334789276
ya intinya dalam dua hal tersebut tidak ada satupun yang dibenarkan sama islam,0.08595059812068939,0.7069035172462463,0.2071458399295807
so dzholim is part of their culture,0.5024377107620239,0.48286035656929016,0.014701968058943748
lagi argumen whataboutism basi,0.0004583398695103824,0.9990115165710449,0.0005301072378642857
nih cewek agak asu ya,0.11254610121250153,0.8702153563499451,0.01723858155310154
logika nya kemana ga setuju x bukan berarti otomatis setuju dan mendukung y oh ya kalau liat likes nya sih pantes ya emg agak lain org nya,0.0007999915978871286,0.9985957741737366,0.0006041965680196881
logikanya mirip judul berita kopet news hal berbeda dipaksa untuk bergabung,0.0013624416897073388,0.9756712913513184,0.022966278716921806
whataboutism at its best,0.8044765591621399,0.1731216013431549,0.022401781752705574
goblok,0.0012737837387248874,0.9982842803001404,0.0004419579927343875
opini yang buruk sekarang lanjut tidur mu,0.00024933816166594625,0.9991581439971924,0.0005925591103732586
korelasi,0.013816599734127522,0.971960723400116,0.014222696423530579
suka ngarang cerita sendiri terus marah marah sendiri ini daki nyamuk,0.0002740503114182502,0.9994356036186218,0.0002903430722653866
nah,0.0013542133383452892,0.9982349872589111,0.0004107413988094777
jadi maunya yg protes lgbt itu protes juga soal bayaran pekerja migran dibwg standar klo udah ntar disuruh juga protes xploitasi alam sogokan kelurahan keruwetan birokrasi lama disuruh juga nangkep koruptor copet pelaku pelecehan dan memberantas bullying,0.0001728591596474871,0.9995205402374268,0.0003066526260226965
minimal kalo mau ngasih kritikan pake analogical case itu yang apple to apple,0.1236749216914177,0.29978346824645996,0.5765416026115417
lmao do ur research first aint nobody sleep on that,0.008976859971880913,0.5487606525421143,0.4422625005245209
lah dia baru treak soal pekerja migrannya awokaowkaowk,0.007867539301514626,0.9824526309967041,0.009679833427071571
pakabar pyramid mesir wkw perlu dibawa juga ga nih underpaidnya wkw,0.16074462234973907,0.08151271194219589,0.757742702960968
gua dh komen kek lo dari sblm wwc dimulai iya bener di qatar selama pembangunan stadion trjd perbudakan scr tidak langsung tapi klo dijadikan bahan compare sama larangan lgbt gk nyambung perbudakan itu masalah kemanusiaan disana bkn govt ny yg bkin perbudakan tapi,0.00039868155727162957,0.9992089867591858,0.00039236171869561076
people supporting lgbt be like qatar dosent have a humanity meanwhile in palestine many people have been killed every year but they close their eyes to this,0.9942089319229126,0.003442458575591445,0.0023486220743507147
isu perlakuan pemerintah qatar terhadap pekerja migran itu boleh dan sah aja untuk didiskusikan itu baru beneran soal ham tapi isu tsb ga ada hubungannya dgn lgbt yg jelas sudah dilarang scr agama dan hukum di qatar jangan cari celah untuk membenarkan penyimpangan kalian,0.003172418335452676,0.9931031465530396,0.0037245023995637894
yg sok ngejudge qatar kan bule mrk protes mengenai pekerja migran tapi kenapa kok diam saja ngga ad yg maksa pake armband hitam maupun protes mengheningkan cipta malah maksa pake pelangi apa karena kontraktornya juga orang eropa dan selama ini mereka juga diam saja,0.0005197431892156601,0.9990829229354858,0.00039738076156936586
maaf tapi kamu tolol,0.00035539522650651634,0.9992295503616333,0.00041511081508360803
membentur kan case lain dengan pemahaman ideologi lgbt komedi sekali ya wkwkwk,0.7078033685684204,0.25801512598991394,0.03418153151869774
bicit,0.8518266081809998,0.14529071748256683,0.0028826307971030474
bayarin dong jangan fafifu was wes wos,0.000439821946201846,0.9895612597465515,0.009998924098908901
aduh maaf,0.000935691874474287,0.9983950257301331,0.0006692307069897652
terus kalau seandainya qatar ngebolehin kasus lgbt ini emang bisa nutupin masalah imigran beda masalah dan kaum kaum pro ini malah maksain ideologi mereka dengan kasus yg berbeda udahmah psikis cacat otak juga cacat,0.0002229496167274192,0.9994268417358398,0.00035023351665586233
btw pekerja hired by qountry ya bukanya banyak perusahan vendor yg nyari pekerja sebanyak banyaknya salah qatar juga kalau lalai dalam pengawasan lgbt tudah diwanti dari awal jngn bawa anjing ke rumah mereka masih bawa itu full goblog namanya,0.00061795674264431,0.9988289475440979,0.0005530634662136436
cacat logika,0.000677422562148422,0.9990341663360596,0.00028843761538155377
woww pembela lgbt ya mbanya koar mulu,0.002002357505261898,0.9962816834449768,0.0017159375129267573
lgbt lgbt aja goblog,0.040297821164131165,0.9421106576919556,0.01759154722094536
mmpos lgbt sampis,0.005774968769401312,0.8214511275291443,0.17277388274669647
lucu anda perbedaan migrant case ama ideologi negara gabisa,0.0011211753590032458,0.977807343006134,0.02107148803770542
naon sih umak teu jelas,0.015082222409546375,0.9753136038780212,0.009604166261851788
gjls,0.006464649923145771,0.9915531277656555,0.0019822041504085064
kamu ngapain pas tau ada pekerja migran meninggal karena hidup ga layak,0.00028092548018321395,0.9969524145126343,0.0027666050009429455
ngomong campur inggris gak bikin omongan lu jadi bener,0.0017373379087075591,0.9965619444847107,0.001700700493529439
wkwkw ini mah kyk lu mau bertamu ke rumah org terus sama tuan rumahnya disuruh buka sepatu dan jangan ngerokok di dalam rumah dan lu marah karena ga bisa pake sepatu dan ga bisa ngerokok di dalam rumah karena lu g mau diatur lu malah nyebarin aib si pemilik rumah ke semua org,0.0001940248184837401,0.9994040727615356,0.00040191545849666
bacot taik,0.0006238922942429781,0.998202919960022,0.0011731385020539165
gak bayar pekerja migran tp bayar penonton bayaran itu gmn ceritanya,0.000986610073596239,0.9903247356414795,0.008688646368682384
katanya lgbt kaum rentan tp kenapa suka cri ribut,0.0004029896517749876,0.9980888962745667,0.0015080906450748444
hahaha cacat logika lagi,0.0006504736375063658,0.9990155696868896,0.00033395574428141117
kemana aja mbak dari kemarin juga rame bahas pekerja imigran yang jadi korban buat pildun,0.0005383113166317344,0.9923715591430664,0.007090109866112471
jaka sembung bawa golok,0.006473851390182972,0.9539006352424622,0.03962551802396774
kalo mau membela pekerja migran ya fokus sama point bukan ndomplengin idealisme pelangi laknat lobang pantat gajelas,0.00043714555795304477,0.9988676309585571,0.0006952232215553522
al hujurat sangat dilarang lgbtq haram jaddah,0.0005629151710309088,0.9988607168197632,0.0005764283705502748
ieu jelema kunaon sih,0.013180017471313477,0.9731631278991699,0.013656802475452423
bisa ga sih lgbt ni dipisahin dari dunia nyata hari bikin ribut aja kalian mau adu lubang atau batang ya silahkan tp jangan bkin ribut gitu lo,0.00019090370915364474,0.9991061091423035,0.0007029930711723864
si paling keras paling mantap,0.8915657997131348,0.10280785709619522,0.005626301281154156
susah emg kalo soal agama udh kayak apa aja,0.00026465210248716176,0.9989633560180664,0.0007719771820120513
every posts like this stinks of hypocrisy to me what have you done that is so noble that you can chat shit like this isnt western nation were also the catalyst of human rights violations yet world cup were being held there and nobody is saying anything,0.9390290975570679,0.055925749242305756,0.005045133642852306
cuman ga boleh pake atribut homo hari aja udh hebohnya kaya gimana ini sakit hati bgt kaya gaboleh makan minum,0.00015404541045427322,0.9991934895515442,0.0006524133495986462
tolol,0.0004125162377022207,0.9990799427032471,0.0005075176013633609
ngomongin apa ini yang jelas dong kalo ngomongin qatar sbg tuan rumah world cup udah banyak yang bahas kalo berita the guardian itu false information,0.008100776001811028,0.7656959295272827,0.22620326280593872
konteks,0.03250963240861893,0.9275912046432495,0.03989913687109947
haduh ribet deh sjw elgebeteee,0.00030017617973499,0.9991022348403931,0.000597603851929307
two wrong things dont make a right,0.0027308622375130653,0.9948484897613525,0.0024206952657550573
lariiii ada opini jeek,0.0004074487369507551,0.9970622658729553,0.0025303037837147713
